,1,2,3,4,5,6,7,8,9,10,11,12
A,,SPB8 AG3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,,,,,
B,SPB11 AG1_Doxo P9 LMNB1-594 1:250 + Phalloidin-647,SPB11 AG1_Doxo P9 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG8 P30 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG7 P27 LAMP1-488 + MitoRed + Phalloidin-647,SPB3 AG6 P24 LAMP1-488 + MitoRed + Phalloidin-647,SPB4 AG5 P20 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG4 P19 LAMP1-488 + MitoRed + Phalloidin-647,SPB9 AG3 P17 LAMP1-488 + MitoRed + Phalloidin-647,SPB10 AG2 P13 LAMP1-488 + MitoRed + Phalloidin-647,SPB11 AG1 P10 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LMNB1-594 1:250 + Phalloidin-647
C,SPB11 AG1_Doxo P9 LMNB1-594 1:500 + Phalloidin-647,SPB11 AG1_Doxo P9 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG8 P30 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG7 P27 LAMP1-488 + MitoRed + Phalloidin-647,SPB3 AG6 P24 LAMP1-488 + MitoRed + Phalloidin-647,SPB4 AG5 P20 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG4 P19 LAMP1-488 + MitoRed + Phalloidin-647,SPB6 AG3 P17 LAMP1-488 + MitoRed + Phalloidin-647,SPB10 AG2 P13 LAMP1-488 + MitoRed + Phalloidin-647,SPB11 AG1 P10 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LMNB1-594 1:500 + Phalloidin-647
D,SPB11 AG1_Doxo P9 LMNB1-594 1:750 + Phalloidin-647,SPB11 AG1_Doxo P9 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG8 P30 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG7 P27 LAMP1-488 + MitoRed + Phalloidin-647,SPB3 AG6 P24 LAMP1-488 + MitoRed + Phalloidin-647,SPB4 AG5 P20 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG4 P19 LAMP1-488 + MitoRed + Phalloidin-647,SPB6 AG3 P17 LAMP1-488 + MitoRed + Phalloidin-647,SPB10 AG2 P13 LAMP1-488 + MitoRed + Phalloidin-647,SPB11 AG1 P10 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LMNB1-594 1:750 + Phalloidin-647
E,SPB11 AG_Doxo P9 LMNB1&Ki67-594 1:250 + Phalloidin-647,SPB11 AG1_Doxo P9 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG8 P30 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG7 P27 LAMP1-488 + MitoRed + Phalloidin-647,SPB3 AG6 P24 LAMP1-488 + MitoRed + Phalloidin-647,SPB4 AG5 P20 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG4 P19 LAMP1-488 + MitoRed + Phalloidin-647,SPB6 AG3 P17 LAMP1-488 + MitoRed + Phalloidin-647,SPB10 AG2 P13 LAMP1-488 + MitoRed + Phalloidin-647,SPB11 AG1 P10 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LMNB1&Ki67-594 1:250 + Phalloidin-647
F,SPB11 AG1_Doxo P9 LMNB1&Ki67-594 1:500 + Phalloidin-647,SPB11 AG1_Doxo P9 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG8 P30 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG7 P27 LAMP1-488 + MitoRed + Phalloidin-647,SPB3 AG6 P24 LAMP1-488 + MitoRed + Phalloidin-647,SPB4 AG5 P20 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG4 P19 LAMP1-488 + MitoRed + Phalloidin-647,SPB6 AG3 P17 LAMP1-488 + MitoRed + Phalloidin-647,SPB10 AG2 P13 LAMP1-488 + MitoRed + Phalloidin-647,SPB11 AG1 P10 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LMNB1&Ki67-594 1:500 + Phalloidin-647
G,SPB11 AG1_Doxo P9 LMNB1&Ki67-594 1:750 + Phalloidin-647,SPB11 AG1_Doxo P9 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG8 P30 LAMP1-488 + MitoRed + Phalloidin-647,SPB2 AG7 P27 LAMP1-488 + MitoRed + Phalloidin-647,SPB3 AG6 P24 LAMP1-488 + MitoRed + Phalloidin-647,SPB4 AG5 P20 LAMP1-488 + MitoRed + Phalloidin-647,SPB8 AG4 P19 LAMP1-488 + MitoRed + Phalloidin-647,SPB6 AG3 P17 LAMP1-488 + MitoRed + Phalloidin-647,SPB10 AG2 P13 LAMP1-488 + MitoRed + Phalloidin-647,SPB11 AG1 P10 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LAMP1-488 + MitoRed + Phalloidin-647,SPB12 AG0 P8 LMNB1&Ki67-594 1:750 + Phalloidin-647
H,,,,,,,,,,,,
