,AllGroups,PlateNumber,count,mean,std,min,1%,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,99%,max
13,P16-18,4,1455.0,1.0,0.34632746464665665,0.031650092897977725,0.3773582668739945,0.4516287825598595,0.538720385484644,0.6343704106205218,0.7890215661953086,0.9638310157895172,1.1814800588259438,1.3957508717787972,1.5388316169371021,1.6593676116438574,1.844221844344421,7.080010730979028
14,P16-18,6,1764.0,1.0,0.3345053536836203,0.0341946799015547,0.3853882223183692,0.45259319173812873,0.5251103662034644,0.600472950368173,0.7567890676882971,0.9675681564818022,1.1937447756979607,1.4421801333749273,1.584264289841618,1.7221856843167183,1.8810014664815724,3.0075122398700085
15,P16-18,1,1312.0,1.0,0.3631690173917333,0.03640318342995195,0.3247581988267128,0.4217198860598302,0.4983279084930382,0.5671808763769405,0.7368304717496031,0.9550035972888231,1.2197380931251685,1.5128609228745988,1.640549987961869,1.796408724491009,1.9343409077266325,2.821192008849877
16,P19-21,7,3799.0,1.0,0.3715765877464427,0.10791379264099481,0.39694268969892166,0.46422356944935783,0.5272900384629392,0.6055318796910892,0.7559587766011728,0.9538946136619062,1.1906165741711843,1.4281464829572366,1.589953803990374,1.767339033447647,1.9965373620700746,4.694783096293912
17,P19-21,5,2606.0,1.0,0.34074934346396524,0.09205640202290397,0.394491085595201,0.4786093610052381,0.5552234360462185,0.6291359536766065,0.7591465192971697,0.948838161103972,1.1937480156053943,1.452324761559262,1.6147425450427664,1.7592615547083243,1.9576770300617117,4.222091177617325
18,P19-21,3,3587.0,1.0,0.3264887827981879,0.09674397822333158,0.41159288898062774,0.47156453247492686,0.5296928301116904,0.6155294983466042,0.7720362248190284,0.9781166950061514,1.1914323905339006,1.3951464943384253,1.5227573829769794,1.6457544094302963,1.868611865721504,4.077018991813721
19,P19-21,2,1342.0,1.0,0.3497970954193934,0.05110645837852966,0.3098063621090923,0.4735121429261625,0.5496103250682124,0.6375174466379449,0.7754282720979556,0.9531927881866309,1.184639537239718,1.403309596923012,1.561761525116156,1.7592513427825012,1.9308355146678204,5.486469807740116
20,P19-21,1,729.0,1.0,0.3920932958984255,0.0293289527406074,0.1434737729022227,0.39994586923331354,0.4852995189248835,0.5738824385404171,0.7388719441657581,0.9242706195843587,1.2165026407717447,1.5467223345489984,1.7536931223259071,1.9065669447213343,2.0887589717486494,2.692703512128177
21,P19-21,4,1469.0,1.0,0.33897667104110263,0.05125488401876894,0.4073345878869661,0.4653661308505629,0.5335100647220703,0.6035306725539497,0.7634491206435062,0.9539655178616274,1.2057171473006771,1.4619256377667893,1.5875353723164083,1.7528836147230593,1.946439477245985,3.818639999700845
22,P22-24,7,1486.0,1.0,0.3821877732510258,0.02565103458205232,0.3817529762430644,0.4299211955379372,0.4915309263655336,0.5674104929906529,0.7368565452346156,0.9457142939284597,1.1986552970793491,1.482072180333451,1.7274024773123537,1.893645552988248,2.0490617707264223,3.9662398112653743
