,AllGroups,PlateNumber,count,mean,std,min,1%,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,99%,max
23,P22-24,6,3256.0,415.10827333895315,259.2712875153055,0.0,0.0,137.53070199838461,159.46185146342756,187.63002162841357,250.74432406265876,346.9508209923648,494.9304458888026,719.5120762704672,930.8267344860034,1146.5248539664572,1482.2992153117805,2127.7577288171938
24,P22-24,5,1083.0,533.6928684347635,311.27073250944693,0.0,143.5459586190696,169.97865320101295,194.7499276916936,223.36203899619892,317.60049000974846,455.3574546332703,672.5206152840344,948.6046732504411,1160.2731921193085,1371.753351732648,1610.4335759862543,1909.9941262579173
25,P22-24,2,772.0,593.1844259805388,339.94952905700967,0.0,0.0,36.43160938714951,205.27399305216187,249.88987641332253,356.6837522013393,524.241232393585,751.7125345839269,1089.494709317047,1269.5804119139932,1437.345262050601,1528.929908415156,2136.1755589605427
26,P22-24,3,2539.0,377.9708973967948,173.14233009114344,0.0,133.53797580145354,149.84062207669285,168.24703590304728,198.82026997824724,249.65060845447294,345.17610245662223,459.43138234565265,610.1051556982467,715.1529093055739,806.5469572920493,920.9505800219603,1448.6033683167575
27,P22-24,4,3426.0,396.83397554582916,268.1541718411818,0.0,108.98219963214738,129.23892457452092,144.9316457618319,165.86928167727302,215.885762809292,312.9849131495879,479.72277476504775,735.6658343280208,969.0270418489092,1162.3390953137625,1394.034071619649,1861.2220565391176
28,P25-27,4,2434.0,347.64674789036474,208.8667706066097,85.24960752691672,117.05709948638048,130.06966698688325,141.52017507919558,161.94702453507782,207.89685065844048,280.9540324840707,424.8435604293815,608.5820586171824,759.6038684471778,950.9941077755293,1143.4813465177601,1630.563774056146
29,P25-27,5,2837.0,328.1581760926957,176.62361052342297,0.0,116.66584636682987,132.3095587556748,148.72028114019258,170.67458641652544,213.36754637838263,283.2348143255887,383.0029142599733,539.2453089500135,679.6630808670349,815.7102554385914,1007.0707710842557,1712.230676598504
30,P25-27,6,274.0,574.3593625279225,464.30477762457684,0.0,0.0,0.0,0.0,0.0,277.055683682454,450.18978691626353,809.4404439037198,1241.5174099197295,1481.1316042423218,1605.6704507085988,1816.853953403056,2370.705494307024
31,P25-27,3,1253.0,442.03660859606816,260.92813990140434,0.0,0.0,152.0585757448808,178.52239972367283,205.199302584322,266.3819708905055,374.9829249109039,537.8062655446026,749.8736369642019,956.8975902406053,1128.6140122656875,1438.159457884284,1941.0293899177807
32,P25-27,7,1547.0,600.8732012412644,351.22852502747605,0.0,0.0,125.0427698907598,195.67251499495936,249.95212402538394,349.77643591188667,530.4832530702762,777.3467401782161,1065.4652561628352,1292.6161969734417,1509.8925434701566,1736.740320049473,2093.149116980288
33,P28-31,7,912.0,545.6957621981468,306.38272950620825,0.0,0.0,127.7436018516235,162.98061447604408,234.88119148007155,333.6683906174973,490.6183433667744,699.2111582289479,897.6327905520051,1123.0653736440397,1310.0997046580642,1657.1513541004078,2096.499747032485
34,P28-31,5,5432.0,258.1496752680161,105.9835186424425,0.0,113.01916923532985,126.87268932711768,138.74392443455974,154.83143736596298,187.7797591869551,236.94294049181048,302.3972041586509,379.9788887092688,449.87294881084074,519.7143293527843,607.1816690443657,1755.0162824253823
35,P28-31,6,2597.0,403.8806155405637,269.04400811929685,0.0,0.0,105.04661161534976,149.09104697495363,176.95785394414366,236.1246116022151,334.1899428733007,480.809744607976,715.1292282242571,936.3010129730279,1187.6267011178631,1481.334121892887,1896.0014680017648
36,P32-35,6,61.0,287.4646998270997,494.10589594881066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.9125707356487,1056.473490311836,1386.6559193783653,1571.1495209577997,1755.643122537234,1755.643122537234
37,P32-35,7,902.0,601.8923120888525,375.31559320421536,0.0,0.0,0.0,0.0,0.0,372.0652824019171,553.142740696921,817.1544534181627,1131.7694199098166,1308.275722482281,1501.9798095398455,1599.3841348487294,1855.4945813707163
38,P32-35,5,585.0,569.0103543063065,419.3093200533477,0.0,0.0,0.0,0.0,0.0,295.9672167121108,526.3542220203695,833.0746701563165,1090.5171358476557,1332.94744774955,1489.5032802953892,1708.6802576859018,1981.7664201575783
39,Doxo,5,205.0,582.6798352903896,520.3434259691765,0.0,0.0,0.0,0.0,0.0,0.0,507.5128976120208,1017.6880850780824,1290.3828323903992,1446.4403035085088,1502.2601235263855,1751.377716005804,2033.5990619066297
40,Doxo,7,258.0,616.8720133364014,503.05365769819036,0.0,0.0,0.0,0.0,0.0,0.0,663.6737795860884,979.8874145435811,1251.7109856239035,1390.7118002649593,1594.5132784389095,1821.9291661569923,1828.1306850017063
41,Doxo,6,652.0,600.9032620549932,471.8965130780343,0.0,0.0,0.0,0.0,0.0,259.05167160942386,541.5709134453614,866.062104971456,1251.835425795994,1495.2953218664827,1675.4719601104969,1853.4409308985591,2273.89759017587
