,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,SPB2 AG6 P24 LAMP1-488 + MitoRed,SPB3 AG5 P20 LAMP1-488 + MitoRed,SPB6 AG4 P18 LAMP1-488 + MitoRed,SPB7 AG3 P16 LAMP1-488 + MitoRed,SPB8 AG2 P12 LAMP1-488 + MitoRed,SPB9 AG1 P10 LAMP1-488 + MitoRed,SPB10 AG0 P7 LAMP1-488 + MitoRed,,SPB9 AG1 P10 p21-488,SPB2 AG6 P24 p21-488,
C,,SPB2 AG6 P24 LAMP1-488 + MitoRed,SPB3 AG5 P20 LAMP1-488 + MitoRed,SPB6 AG4 P18 LAMP1-488 + MitoRed,SPB7 AG3 P16 LAMP1-488 + MitoRed,SPB8 AG2 P12 LAMP1-488 + MitoRed,SPB9 AG1 P10 LAMP1-488 + MitoRed,SPB10 AG0 P7 LAMP1-488 + MitoRed,,SPB9 AG1 P10 p21-488,SPB2 AG6 P24 p21-488,
D,,SPB2 AG6 P24 LAMP1-488 + MitoRed,SPB3 AG5 P20 LAMP1-488 + MitoRed,SPB6 AG4 P18 LAMP1-488 + MitoRed,SPB7 AG3 P16 LAMP1-488 + MitoRed,SPB8 AG2 P12 LAMP1-488 + MitoRed,SPB9 AG1 P10 LAMP1-488 + MitoRed,SPB10 AG0 P7 LAMP1-488 + MitoRed,,SPB9 AG1 P10 p21-488,SPB2 AG6 P24 p21-488,
E,,SPB2 AG6 P24 LAMP1-488 + MitoRed,SPB3 AG5 P20 LAMP1-488 + MitoRed,SPB6 AG4 P18 LAMP1-488 + MitoRed,SPB7 AG3 P16 LAMP1-488 + MitoRed,SPB8 AG2 P12 LAMP1-488 + MitoRed,SPB9 AG1 P10 LAMP1-488 + MitoRed,SPB10 AG0 P7 LAMP1-488 + MitoRed,,SPB9 AG1 P10 yH2AX-488,SPB2 AG6 P24 yH2AX-488,
F,,SPB2 AG6 P24 LAMP1-488 + MitoRed,SPB3 AG5 P20 LAMP1-488 + MitoRed,SPB6 AG4 P18 LAMP1-488 + MitoRed,SPB7 AG3 P16 LAMP1-488 + MitoRed,SPB8 AG2 P12 LAMP1-488 + MitoRed,SPB9 AG1 P10 LAMP1-488 + MitoRed,SPB10 AG0 P7 LAMP1-488 + MitoRed,,SPB9 AG1 P10 yH2AX-488,SPB2 AG6 P24 yH2AX-488,
G,,SPB2 AG6 P24 LAMP1-488 + MitoRed,SPB3 AG5 P20 LAMP1-488 + MitoRed,SPB6 AG4 P18 LAMP1-488 + MitoRed,SPB7 AG3 P16 LAMP1-488 + MitoRed,SPB8 AG2 P12 LAMP1-488 + MitoRed,SPB9 AG1 P10 LAMP1-488 + MitoRed,SPB10 AG0 P7 LAMP1-488 + MitoRed,,SPB9 AG1 P10 yH2AX-488,SPB2 AG6 P24 yH2AX-488,
H,,,,,,,,,,,,
