Image_ID,Well_ID,Well,Row,Col,Field_ID,Field,PositionX,PositionY,PositionZ,PositionX (um),PositionX (pixels),PositionY (um),PositionY (pixels),PositionZ (um),PositionZ (pixels),min_bbox_PositionX (um),max_bbox_PositionX (um),min_bbox_PositionY (um),max_bbox_PositionY (um),bbox_coords
0202K1F4P2R4,0202,B02,2,2,F04,4,-0.001435143,0.002050204,0.0,-1435.143,-15120.004,2050.204,21600.003,0.0,0.0,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P3R1,0202,B02,2,2,F04,4,-0.001435143,0.002050204,1e-06,-1435.143,-15120.004,2050.204,21600.003,1.0,10.536,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P3R2,0202,B02,2,2,F04,4,-0.001435143,0.002050204,1e-06,-1435.143,-15120.004,2050.204,21600.003,1.0,10.536,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P3R3,0202,B02,2,2,F04,4,-0.001435143,0.002050204,1e-06,-1435.143,-15120.004,2050.204,21600.003,1.0,10.536,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P3R4,0202,B02,2,2,F04,4,-0.001435143,0.002050204,1e-06,-1435.143,-15120.004,2050.204,21600.003,1.0,10.536,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P4R1,0202,B02,2,2,F04,4,-0.001435143,0.002050204,2e-06,-1435.143,-15120.004,2050.204,21600.003,2.0,21.071,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P4R2,0202,B02,2,2,F04,4,-0.001435143,0.002050204,2e-06,-1435.143,-15120.004,2050.204,21600.003,2.0,21.071,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P4R3,0202,B02,2,2,F04,4,-0.001435143,0.002050204,2e-06,-1435.143,-15120.004,2050.204,21600.003,2.0,21.071,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P4R4,0202,B02,2,2,F04,4,-0.001435143,0.002050204,2e-06,-1435.143,-15120.004,2050.204,21600.003,2.0,21.071,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P5R1,0202,B02,2,2,F04,4,-0.001435143,0.002050204,3e-06,-1435.143,-15120.004,2050.204,21600.003,3.0,31.607,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P5R2,0202,B02,2,2,F04,4,-0.001435143,0.002050204,3e-06,-1435.143,-15120.004,2050.204,21600.003,3.0,31.607,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P5R3,0202,B02,2,2,F04,4,-0.001435143,0.002050204,3e-06,-1435.143,-15120.004,2050.204,21600.003,3.0,31.607,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P5R4,0202,B02,2,2,F04,4,-0.001435143,0.002050204,3e-06,-1435.143,-15120.004,2050.204,21600.003,3.0,31.607,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P6R1,0202,B02,2,2,F04,4,-0.001435143,0.002050204,4e-06,-1435.143,-15120.004,2050.204,21600.003,4.0,42.142,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P6R2,0202,B02,2,2,F04,4,-0.001435143,0.002050204,4e-06,-1435.143,-15120.004,2050.204,21600.003,4.0,42.142,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P6R3,0202,B02,2,2,F04,4,-0.001435143,0.002050204,4e-06,-1435.143,-15120.004,2050.204,21600.003,4.0,42.142,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P6R4,0202,B02,2,2,F04,4,-0.001435143,0.002050204,4e-06,-1435.143,-15120.004,2050.204,21600.003,4.0,42.142,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P7R1,0202,B02,2,2,F04,4,-0.001435143,0.002050204,5e-06,-1435.143,-15120.004,2050.204,21600.003,5.0,52.678,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P7R2,0202,B02,2,2,F04,4,-0.001435143,0.002050204,5e-06,-1435.143,-15120.004,2050.204,21600.003,5.0,52.678,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P7R3,0202,B02,2,2,F04,4,-0.001435143,0.002050204,5e-06,-1435.143,-15120.004,2050.204,21600.003,5.0,52.678,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F4P7R4,0202,B02,2,2,F04,4,-0.001435143,0.002050204,5e-06,-1435.143,-15120.004,2050.204,21600.003,5.0,52.678,-1537.6531853068734,-1332.6328146931266,1947.6938146931268,2152.714185306874,"-1537.7,1947.7,-1332.6,2152.7"
0202K1F5P1R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,-1e-06,-1230.122,-12959.998,2050.204,21600.003,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P1R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,-1e-06,-1230.122,-12959.998,2050.204,21600.003,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P1R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,-1e-06,-1230.122,-12959.998,2050.204,21600.003,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P1R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,-1e-06,-1230.122,-12959.998,2050.204,21600.003,-1.0,-10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P2R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,0.0,-1230.122,-12959.998,2050.204,21600.003,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P2R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,0.0,-1230.122,-12959.998,2050.204,21600.003,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P2R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,0.0,-1230.122,-12959.998,2050.204,21600.003,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P2R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,0.0,-1230.122,-12959.998,2050.204,21600.003,0.0,0.0,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P3R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,1e-06,-1230.122,-12959.998,2050.204,21600.003,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P3R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,1e-06,-1230.122,-12959.998,2050.204,21600.003,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P3R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,1e-06,-1230.122,-12959.998,2050.204,21600.003,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P3R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,1e-06,-1230.122,-12959.998,2050.204,21600.003,1.0,10.536,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P4R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,2e-06,-1230.122,-12959.998,2050.204,21600.003,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P4R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,2e-06,-1230.122,-12959.998,2050.204,21600.003,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P4R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,2e-06,-1230.122,-12959.998,2050.204,21600.003,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P4R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,2e-06,-1230.122,-12959.998,2050.204,21600.003,2.0,21.071,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P5R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,3e-06,-1230.122,-12959.998,2050.204,21600.003,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P5R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,3e-06,-1230.122,-12959.998,2050.204,21600.003,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P5R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,3e-06,-1230.122,-12959.998,2050.204,21600.003,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P5R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,3e-06,-1230.122,-12959.998,2050.204,21600.003,3.0,31.607,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P6R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,4e-06,-1230.122,-12959.998,2050.204,21600.003,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P6R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,4e-06,-1230.122,-12959.998,2050.204,21600.003,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P6R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,4e-06,-1230.122,-12959.998,2050.204,21600.003,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P6R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,4e-06,-1230.122,-12959.998,2050.204,21600.003,4.0,42.142,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P7R1,0202,B02,2,2,F05,5,-0.001230122,0.002050204,5e-06,-1230.122,-12959.998,2050.204,21600.003,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P7R2,0202,B02,2,2,F05,5,-0.001230122,0.002050204,5e-06,-1230.122,-12959.998,2050.204,21600.003,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P7R3,0202,B02,2,2,F05,5,-0.001230122,0.002050204,5e-06,-1230.122,-12959.998,2050.204,21600.003,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F5P7R4,0202,B02,2,2,F05,5,-0.001230122,0.002050204,5e-06,-1230.122,-12959.998,2050.204,21600.003,5.0,52.678,-1332.6321853068735,-1127.6118146931267,1947.6938146931268,2152.714185306874,"-1332.6,1947.7,-1127.6,2152.7"
0202K1F6P1R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,-1e-06,-1025.102,-10800.002,2050.204,21600.003,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P1R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,-1e-06,-1025.102,-10800.002,2050.204,21600.003,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P1R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,-1e-06,-1025.102,-10800.002,2050.204,21600.003,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P1R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,-1e-06,-1025.102,-10800.002,2050.204,21600.003,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P2R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,0.0,-1025.102,-10800.002,2050.204,21600.003,0.0,0.0,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P2R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,0.0,-1025.102,-10800.002,2050.204,21600.003,0.0,0.0,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P2R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,0.0,-1025.102,-10800.002,2050.204,21600.003,0.0,0.0,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P2R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,0.0,-1025.102,-10800.002,2050.204,21600.003,0.0,0.0,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P3R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,1e-06,-1025.102,-10800.002,2050.204,21600.003,1.0,10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P3R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,1e-06,-1025.102,-10800.002,2050.204,21600.003,1.0,10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P3R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,1e-06,-1025.102,-10800.002,2050.204,21600.003,1.0,10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P3R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,1e-06,-1025.102,-10800.002,2050.204,21600.003,1.0,10.536,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P4R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,2e-06,-1025.102,-10800.002,2050.204,21600.003,2.0,21.071,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P4R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,2e-06,-1025.102,-10800.002,2050.204,21600.003,2.0,21.071,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P4R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,2e-06,-1025.102,-10800.002,2050.204,21600.003,2.0,21.071,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P4R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,2e-06,-1025.102,-10800.002,2050.204,21600.003,2.0,21.071,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P5R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,3e-06,-1025.102,-10800.002,2050.204,21600.003,3.0,31.607,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P5R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,3e-06,-1025.102,-10800.002,2050.204,21600.003,3.0,31.607,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P5R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,3e-06,-1025.102,-10800.002,2050.204,21600.003,3.0,31.607,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P5R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,3e-06,-1025.102,-10800.002,2050.204,21600.003,3.0,31.607,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P6R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,4e-06,-1025.102,-10800.002,2050.204,21600.003,4.0,42.142,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P6R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,4e-06,-1025.102,-10800.002,2050.204,21600.003,4.0,42.142,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P6R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,4e-06,-1025.102,-10800.002,2050.204,21600.003,4.0,42.142,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P6R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,4e-06,-1025.102,-10800.002,2050.204,21600.003,4.0,42.142,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P7R1,0202,B02,2,2,F06,6,-0.001025102,0.002050204,5e-06,-1025.102,-10800.002,2050.204,21600.003,5.0,52.678,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P7R2,0202,B02,2,2,F06,6,-0.001025102,0.002050204,5e-06,-1025.102,-10800.002,2050.204,21600.003,5.0,52.678,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P7R3,0202,B02,2,2,F06,6,-0.001025102,0.002050204,5e-06,-1025.102,-10800.002,2050.204,21600.003,5.0,52.678,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F6P7R4,0202,B02,2,2,F06,6,-0.001025102,0.002050204,5e-06,-1025.102,-10800.002,2050.204,21600.003,5.0,52.678,-1127.6121853068735,-922.5918146931267,1947.6938146931268,2152.714185306874,"-1127.6,1947.7,-922.6,2152.7"
0202K1F7P1R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,-1e-06,-1025.102,-10800.002,1845.184,19440.007,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P1R2,0202,B02,2,2,F07,7,-0.001025102,0.001845184,-1e-06,-1025.102,-10800.002,1845.184,19440.007,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P1R3,0202,B02,2,2,F07,7,-0.001025102,0.001845184,-1e-06,-1025.102,-10800.002,1845.184,19440.007,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P1R4,0202,B02,2,2,F07,7,-0.001025102,0.001845184,-1e-06,-1025.102,-10800.002,1845.184,19440.007,-1.0,-10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P2R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,0.0,-1025.102,-10800.002,1845.184,19440.007,0.0,0.0,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P2R2,0202,B02,2,2,F07,7,-0.001025102,0.001845184,0.0,-1025.102,-10800.002,1845.184,19440.007,0.0,0.0,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P2R3,0202,B02,2,2,F07,7,-0.001025102,0.001845184,0.0,-1025.102,-10800.002,1845.184,19440.007,0.0,0.0,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P2R4,0202,B02,2,2,F07,7,-0.001025102,0.001845184,0.0,-1025.102,-10800.002,1845.184,19440.007,0.0,0.0,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P3R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,1e-06,-1025.102,-10800.002,1845.184,19440.007,1.0,10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P3R2,0202,B02,2,2,F07,7,-0.001025102,0.001845184,1e-06,-1025.102,-10800.002,1845.184,19440.007,1.0,10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P3R3,0202,B02,2,2,F07,7,-0.001025102,0.001845184,1e-06,-1025.102,-10800.002,1845.184,19440.007,1.0,10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P3R4,0202,B02,2,2,F07,7,-0.001025102,0.001845184,1e-06,-1025.102,-10800.002,1845.184,19440.007,1.0,10.536,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P4R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,2e-06,-1025.102,-10800.002,1845.184,19440.007,2.0,21.071,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P4R2,0202,B02,2,2,F07,7,-0.001025102,0.001845184,2e-06,-1025.102,-10800.002,1845.184,19440.007,2.0,21.071,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P4R3,0202,B02,2,2,F07,7,-0.001025102,0.001845184,2e-06,-1025.102,-10800.002,1845.184,19440.007,2.0,21.071,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P4R4,0202,B02,2,2,F07,7,-0.001025102,0.001845184,2e-06,-1025.102,-10800.002,1845.184,19440.007,2.0,21.071,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P5R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,3e-06,-1025.102,-10800.002,1845.184,19440.007,3.0,31.607,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P5R2,0202,B02,2,2,F07,7,-0.001025102,0.001845184,3e-06,-1025.102,-10800.002,1845.184,19440.007,3.0,31.607,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P5R3,0202,B02,2,2,F07,7,-0.001025102,0.001845184,3e-06,-1025.102,-10800.002,1845.184,19440.007,3.0,31.607,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P5R4,0202,B02,2,2,F07,7,-0.001025102,0.001845184,3e-06,-1025.102,-10800.002,1845.184,19440.007,3.0,31.607,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P6R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,4e-06,-1025.102,-10800.002,1845.184,19440.007,4.0,42.142,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P6R2,0202,B02,2,2,F07,7,-0.001025102,0.001845184,4e-06,-1025.102,-10800.002,1845.184,19440.007,4.0,42.142,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P6R3,0202,B02,2,2,F07,7,-0.001025102,0.001845184,4e-06,-1025.102,-10800.002,1845.184,19440.007,4.0,42.142,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P6R4,0202,B02,2,2,F07,7,-0.001025102,0.001845184,4e-06,-1025.102,-10800.002,1845.184,19440.007,4.0,42.142,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
0202K1F7P7R1,0202,B02,2,2,F07,7,-0.001025102,0.001845184,5e-06,-1025.102,-10800.002,1845.184,19440.007,5.0,52.678,-1127.6121853068735,-922.5918146931267,1742.6738146931266,1947.6941853068734,"-1127.6,1742.7,-922.6,1947.7"
