Unnamed: 0,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,P27 LIN3-0A-b2-s1 AG6 LAMP1-488 + MitoTracker-Red,P24 LIN3-0A-b2-s2-ss1 AG5 LAMP1-488 + MitoTracker-Red,P23 LIN6-0C-b1-s1 AG4 LAMP1-488 + MitoTracker-Red,P20 LIN7-0C-b3 AG3 LAMP1-488 + MitoTracker-Red,P16 LIN8-0B-b2B-s1 AG2 LAMP1-488 + MitoTracker-Red,P15 LIN9-0C-b2-s1 AG1 LAMP1-488 + MitoTracker-Red,P11 LIN10-0C-b4 AG0 LAMP1-488 + MitoTracker-Red,,P15 LIN9-0C-b2-s1 AG1 p21-488,P27 LIN3-0A-b2-s1 AG6 p21-488,
C,,P27 LIN3-0A-b2-s1 AG6 LAMP1-488 + MitoTracker-Red,P24 LIN3-0A-b2-s2-ss1 AG5 LAMP1-488 + MitoTracker-Red,P23 LIN6-0C-b1-s1 AG4 LAMP1-488 + MitoTracker-Red,P20 LIN7-0C-b3 AG3 LAMP1-488 + MitoTracker-Red,P16 LIN8-0B-b2B-s1 AG2 LAMP1-488 + MitoTracker-Red,P15 LIN9-0C-b2-s1 AG1 LAMP1-488 + MitoTracker-Red,P11 LIN10-0C-b4 AG0 LAMP1-488 + MitoTracker-Red,,P15 LIN9-0C-b2-s1 AG1 p21-488,P27 LIN3-0A-b2-s1 AG6 p21-488,
D,,P27 LIN3-0A-b2-s1 AG6 LAMP1-488 + MitoTracker-Red,P24 LIN3-0A-b2-s2-ss1 AG5 LAMP1-488 + MitoTracker-Red,P23 LIN6-0C-b1-s1 AG4 LAMP1-488 + MitoTracker-Red,P20 LIN7-0C-b3 AG3 LAMP1-488 + MitoTracker-Red,P16 LIN8-0B-b2B-s1 AG2 LAMP1-488 + MitoTracker-Red,P15 LIN9-0C-b2-s1 AG1 LAMP1-488 + MitoTracker-Red,P11 LIN10-0C-b4 AG0 LAMP1-488 + MitoTracker-Red,,P15 LIN9-0C-b2-s1 AG1 p21-488,P27 LIN3-0A-b2-s1 AG6 p21-488,
E,,P27 LIN3-0A-b2-s1 AG6 LAMP1-488 + MitoTracker-Red,P24 LIN3-0A-b2-s2-ss1 AG5 LAMP1-488 + MitoTracker-Red,P23 LIN6-0C-b1-s1 AG4 LAMP1-488 + MitoTracker-Red,P20 LIN7-0C-b3 AG3 LAMP1-488 + MitoTracker-Red,P16 LIN8-0B-b2B-s1 AG2 LAMP1-488 + MitoTracker-Red,P15 LIN9-0C-b2-s1 AG1 LAMP1-488 + MitoTracker-Red,P11 LIN10-0C-b4 AG0 LAMP1-488 + MitoTracker-Red,,P15 LIN9-0C-b2-s1 AG1 yH2AX-488,P27 LIN3-0A-b2-s1 AG6 yH2AX-488,
F,,P27 LIN3-0A-b2-s1 AG6 LAMP1-488 + MitoTracker-Red,P24 LIN3-0A-b2-s2-ss1 AG5 LAMP1-488 + MitoTracker-Red,P23 LIN6-0C-b1-s1 AG4 LAMP1-488 + MitoTracker-Red,P20 LIN7-0C-b3 AG3 LAMP1-488 + MitoTracker-Red,P16 LIN8-0B-b2B-s1 AG2 LAMP1-488 + MitoTracker-Red,P15 LIN9-0C-b2-s1 AG1 LAMP1-488 + MitoTracker-Red,P11 LIN10-0C-b4 AG0 LAMP1-488 + MitoTracker-Red,,P15 LIN9-0C-b2-s1 AG1 yH2AX-488,P27 LIN3-0A-b2-s1 AG6 yH2AX-488,
G,,P27 LIN3-0A-b2-s1 AG6 LAMP1-488 + MitoTracker-Red,P24 LIN3-0A-b2-s2-ss1 AG5 LAMP1-488 + MitoTracker-Red,P23 LIN6-0C-b1-s1 AG4 LAMP1-488 + MitoTracker-Red,P20 LIN7-0C-b3 AG3 LAMP1-488 + MitoTracker-Red,P16 LIN8-0B-b2B-s1 AG2 LAMP1-488 + MitoTracker-Red,P15 LIN9-0C-b2-s1 AG1 LAMP1-488 + MitoTracker-Red,P11 LIN10-0C-b4 AG0 LAMP1-488 + MitoTracker-Red,,P15 LIN9-0C-b2-s1 AG1 yH2AX-488,P27 LIN3-0A-b2-s1 AG6 yH2AX-488,
H,,,,,,,,,,,,
