,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,R5 T3_Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,R4 T8 P29 LAMP1-488 + MitoRed + Phalloidin-647,R4 T7 P27 LAMP1-488 + MitoRed + Phalloidin-647,R5 T6 P25 LAMP1-488 + MitoRed + Phalloidin-647,R5 T5 P22 LAMP1-488 + MitoRed + Phalloidin-647,R5 T4 P18 LAMP1-488 + MitoRed + Phalloidin-647,R5 T3 P16 LAMP1-488 + MitoRed + Phalloidin-647,R5 T2 P14 LAMP1-488 + MitoRed + Phalloidin-647,R5 T1 P10 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 p16INK4A-594 1:800 + Phalloidin-647,R5 T3_Doxo P16 p16INK4A-594 1:800 + Phalloidin-647
C,R4 Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,R4 T8 P29 LAMP1-488 + MitoRed + Phalloidin-647,R4 T7 P27 LAMP1-488 + MitoRed + Phalloidin-647,R5 T6 P25 LAMP1-488 + MitoRed + Phalloidin-647,R5 T5 P22 LAMP1-488 + MitoRed + Phalloidin-647,R5 T4 P18 LAMP1-488 + MitoRed + Phalloidin-647,R5 T3 P16 LAMP1-488 + MitoRed + Phalloidin-647,R5 T2 P14 LAMP1-488 + MitoRed + Phalloidin-647,R5 T1 P10 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 p16INK4A-594 1:1600 + Phalloidin-647,R5 T3_Doxo P16 p16INK4A-594 1:1600 + Phalloidin-647
D,R4 Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,R4 T8 P29 LAMP1-488 + MitoRed + Phalloidin-647,R4 T7 P27 LAMP1-488 + MitoRed + Phalloidin-647,R5 T6 P25 LAMP1-488 + MitoRed + Phalloidin-647,R5 T5 P22 LAMP1-488 + MitoRed + Phalloidin-647,R5 T4 P18 LAMP1-488 + MitoRed + Phalloidin-647,R5 T3 P16 LAMP1-488 + MitoRed + Phalloidin-647,R5 T2 P14 LAMP1-488 + MitoRed + Phalloidin-647,R5 T1 P10 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 p16INK4A-594 1:2600 + Phalloidin-647,R5 T3_Doxo P16 p16INK4A-594 1:2600 + Phalloidin-647
E,R4 Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,R4 T8 P29 LAMP1-488 + MitoRed + Phalloidin-647,R4 T7 P27 LAMP1-488 + MitoRed + Phalloidin-647,R5 T6 P25 LAMP1-488 + MitoRed + Phalloidin-647,R5 T5 P22 LAMP1-488 + MitoRed + Phalloidin-647,R5 T4 P18 LAMP1-488 + MitoRed + Phalloidin-647,R5 T3 P16 LAMP1-488 + MitoRed + Phalloidin-647,R5 T2 P14 LAMP1-488 + MitoRed + Phalloidin-647,R5 T1 P10 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 p16INK4A-594 1:3600 + Phalloidin-647,R5 T3_Doxo P16 p16INK4A-594 1:3600 + Phalloidin-647
F,R4 Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,R4 T8 P29 LAMP1-488 + MitoRed + Phalloidin-647,R4 T7 P27 LAMP1-488 + MitoRed + Phalloidin-647,R5 T6 P25 LAMP1-488 + MitoRed + Phalloidin-647,R5 T5 P22 LAMP1-488 + MitoRed + Phalloidin-647,R5 T4 P18 LAMP1-488 + MitoRed + Phalloidin-647,R5 T3 P16 LAMP1-488 + MitoRed + Phalloidin-647,R5 T2 P14 LAMP1-488 + MitoRed + Phalloidin-647,R5 T1 P10 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 p16INK4A-594 1:3600 LMNB1 1:400 + Phalloidin-647,R5 T3_Doxo P16 p16INK4A-594 1:3600 LMNB1 1:400 Phalloidin-647
G,R4 Doxo P16 LAMP1-488 + MitoRed + Phalloidin-647,R4 T8 P29 LAMP1-488 + MitoRed + Phalloidin-647,R4 T7 P27 LAMP1-488 + MitoRed + Phalloidin-647,R5 T6 P25 LAMP1-488 + MitoRed + Phalloidin-647,R5 T5 P22 LAMP1-488 + MitoRed + Phalloidin-647,R5 T4 P18 LAMP1-488 + MitoRed + Phalloidin-647,R5 T3 P16 LAMP1-488 + MitoRed + Phalloidin-647,R5 T2 P14 LAMP1-488 + MitoRed + Phalloidin-647,R5 T1 P10 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 LAMP1-488 + MitoRed + Phalloidin-647,R5 T0 P7 p21-594 1:6000 + Phalloidin-647,R5 T3_Doxo P16 p21-594 1:600 + Phalloidin-647
H,,,,,,,,,,,,
