,filter_type,columns,rows_initial,rows_removed,threshold,rows,Plate_Number,AllGroups
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,734,0,Max Number Of Nuclei Neighbours: 1.0,734.0,Plate 1,P19-21
Initial_Dataset,Initial Dataset,3471,1343,0,"None,None",,Plate 2,P19-21
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,1343,0,min_compartments=0,1343.0,Plate 2,P19-21
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,1343,0,min_compartments=0,1343.0,Plate 2,P19-21
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,1343,3,Bottom threshold: 22768.0,1340.0,Plate 2,P19-21
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,1343,0,Top threshold: 1254046.5,1340.0,Plate 2,P19-21
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,1343,17,Bottom threshold: 9340.0,1325.0,Plate 2,P19-21
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,1343,1,Top threshold: 98385.75,1325.0,Plate 2,P19-21
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,1343,24,Bottom threshold: 1.9243336199484091,1319.0,Plate 2,P19-21
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,1343,31,Top threshold: 20.530685742771166,1312.0,Plate 2,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,1343,1,Bottom threshold: 0.04787696288386539,1342.0,Plate 2,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,1343,3,Top threshold: 2.5,1340.0,Plate 2,P19-21
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,1343,31,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,1312.0,Plate 2,P19-21
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,1343,17,Max Percent Touching: 65.82167832167832,1326.0,Plate 2,P19-21
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,1343,17,Max Number Of Neighbours: 4.0,1326.0,Plate 2,P19-21
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,1343,2,Max Number Of Nuclei Neighbours: 1.0,1341.0,Plate 2,P19-21
Initial_Dataset,Initial Dataset,3471,3592,0,"None,None",,Plate 3,P19-21
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,3592,0,min_compartments=0,3592.0,Plate 3,P19-21
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,3592,0,min_compartments=0,3592.0,Plate 3,P19-21
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,3592,54,Bottom threshold: 22768.0,3537.0,Plate 3,P19-21
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,3592,1,Top threshold: 1254046.5,3537.0,Plate 3,P19-21
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,3592,67,Bottom threshold: 9340.0,3520.0,Plate 3,P19-21
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,3592,5,Top threshold: 98385.75,3520.0,Plate 3,P19-21
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,3592,68,Bottom threshold: 1.9243336199484091,3524.0,Plate 3,P19-21
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,3592,79,Top threshold: 20.530685742771166,3513.0,Plate 3,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,3592,1,Bottom threshold: 0.08498159744687565,3591.0,Plate 3,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,3592,8,Top threshold: 2.5,3584.0,Plate 3,P19-21
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,3592,521,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,3071.0,Plate 3,P19-21
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,3592,303,Max Percent Touching: 65.82167832167832,3289.0,Plate 3,P19-21
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,3592,371,Max Number Of Neighbours: 4.0,3221.0,Plate 3,P19-21
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,3592,34,Max Number Of Nuclei Neighbours: 1.0,3558.0,Plate 3,P19-21
Initial_Dataset,Initial Dataset,3471,1470,0,"None,None",,Plate 4,P19-21
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,1470,0,min_compartments=0,1470.0,Plate 4,P19-21
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,1470,0,min_compartments=0,1470.0,Plate 4,P19-21
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,1470,30,Bottom threshold: 22768.0,1440.0,Plate 4,P19-21
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,1470,0,Top threshold: 1254046.5,1440.0,Plate 4,P19-21
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,1470,42,Bottom threshold: 9340.0,1428.0,Plate 4,P19-21
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,1470,0,Top threshold: 98385.75,1428.0,Plate 4,P19-21
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,1470,39,Bottom threshold: 1.9243336199484091,1431.0,Plate 4,P19-21
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,1470,42,Top threshold: 20.530685742771166,1428.0,Plate 4,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,1470,1,Bottom threshold: 0.0280446406827435,1469.0,Plate 4,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,1470,2,Top threshold: 2.5,1468.0,Plate 4,P19-21
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,1470,62,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,1408.0,Plate 4,P19-21
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,1470,33,Max Percent Touching: 65.82167832167832,1437.0,Plate 4,P19-21
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,1470,41,Max Number Of Neighbours: 4.0,1429.0,Plate 4,P19-21
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,1470,4,Max Number Of Nuclei Neighbours: 1.0,1466.0,Plate 4,P19-21
Initial_Dataset,Initial Dataset,3471,2241,0,"None,None",,Plate 5,P19-21
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,2241,3,min_compartments=0,2238.0,Plate 5,P19-21
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,2241,1,min_compartments=0,2240.0,Plate 5,P19-21
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,2241,70,Bottom threshold: 22768.0,2171.0,Plate 5,P19-21
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,2241,0,Top threshold: 1254046.5,2171.0,Plate 5,P19-21
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,2241,75,Bottom threshold: 9340.0,2166.0,Plate 5,P19-21
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,2241,0,Top threshold: 98385.75,2166.0,Plate 5,P19-21
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,2241,81,Bottom threshold: 1.9243336199484091,2160.0,Plate 5,P19-21
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,2241,83,Top threshold: 20.530685742771166,2158.0,Plate 5,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,2241,1,Bottom threshold: 0.0809566623379761,2240.0,Plate 5,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,2241,1,Top threshold: 2.5,2240.0,Plate 5,P19-21
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,2241,71,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,2170.0,Plate 5,P19-21
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,2241,46,Max Percent Touching: 65.82167832167832,2195.0,Plate 5,P19-21
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,2241,41,Max Number Of Neighbours: 4.0,2200.0,Plate 5,P19-21
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,2241,14,Max Number Of Nuclei Neighbours: 1.0,2227.0,Plate 5,P19-21
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 6,P19-21
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 6,P19-21
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 6,P19-21
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 6,P19-21
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 6,P19-21
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 6,P19-21
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 6,P19-21
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 6,P19-21
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 6,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 6,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 6,P19-21
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 6,P19-21
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 6,P19-21
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 6,P19-21
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 6,P19-21
Initial_Dataset,Initial Dataset,3471,3268,0,"None,None",,Plate 7,P19-21
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,3268,0,min_compartments=0,3268.0,Plate 7,P19-21
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,3268,0,min_compartments=0,3268.0,Plate 7,P19-21
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,3268,11,Bottom threshold: 22768.0,3256.0,Plate 7,P19-21
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,3268,1,Top threshold: 1254046.5,3256.0,Plate 7,P19-21
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,3268,32,Bottom threshold: 9340.0,3232.0,Plate 7,P19-21
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,3268,4,Top threshold: 98385.75,3232.0,Plate 7,P19-21
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,3268,29,Bottom threshold: 1.9243336199484091,3239.0,Plate 7,P19-21
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,3268,46,Top threshold: 20.530685742771166,3222.0,Plate 7,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,3268,1,Bottom threshold: 0.04500060919240555,3267.0,Plate 7,P19-21
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,3268,13,Top threshold: 2.5,3255.0,Plate 7,P19-21
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,3268,246,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,3022.0,Plate 7,P19-21
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,3268,113,Max Percent Touching: 65.82167832167832,3155.0,Plate 7,P19-21
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,3268,176,Max Number Of Neighbours: 4.0,3092.0,Plate 7,P19-21
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,3268,6,Max Number Of Nuclei Neighbours: 1.0,3262.0,Plate 7,P19-21
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 1,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 1,P22-24
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 1,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 1,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 1,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 1,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 1,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 1,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 1,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 1,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 1,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 1,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 1,P22-24
Initial_Dataset,Initial Dataset,3471,773,0,"None,None",,Plate 2,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,773,0,min_compartments=0,773.0,Plate 2,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,773,0,min_compartments=0,773.0,Plate 2,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,773,4,Bottom threshold: 22768.0,767.0,Plate 2,P22-24
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,773,2,Top threshold: 1254046.5,767.0,Plate 2,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,773,7,Bottom threshold: 9340.0,764.0,Plate 2,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,773,2,Top threshold: 98385.75,764.0,Plate 2,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,773,13,Bottom threshold: 1.9243336199484091,760.0,Plate 2,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,773,19,Top threshold: 20.530685742771166,754.0,Plate 2,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,773,1,Bottom threshold: 0.03474211363178534,772.0,Plate 2,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,773,2,Top threshold: 2.5,771.0,Plate 2,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,773,7,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,766.0,Plate 2,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,773,4,Max Percent Touching: 65.82167832167832,769.0,Plate 2,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,773,4,Max Number Of Neighbours: 4.0,769.0,Plate 2,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,773,0,Max Number Of Nuclei Neighbours: 1.0,773.0,Plate 2,P22-24
Initial_Dataset,Initial Dataset,3471,2542,0,"None,None",,Plate 3,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,2542,0,min_compartments=0,2542.0,Plate 3,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,2542,0,min_compartments=0,2542.0,Plate 3,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,2542,11,Bottom threshold: 22768.0,2529.0,Plate 3,P22-24
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,2542,2,Top threshold: 1254046.5,2529.0,Plate 3,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,2542,35,Bottom threshold: 9340.0,2506.0,Plate 3,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,2542,1,Top threshold: 98385.75,2506.0,Plate 3,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,2542,15,Bottom threshold: 1.9243336199484091,2527.0,Plate 3,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,2542,31,Top threshold: 20.530685742771166,2511.0,Plate 3,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,2542,1,Bottom threshold: 0.037874941081430025,2541.0,Plate 3,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,2542,7,Top threshold: 2.5,2535.0,Plate 3,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,2542,229,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,2313.0,Plate 3,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,2542,111,Max Percent Touching: 65.82167832167832,2431.0,Plate 3,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,2542,166,Max Number Of Neighbours: 4.0,2376.0,Plate 3,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,2542,6,Max Number Of Nuclei Neighbours: 1.0,2536.0,Plate 3,P22-24
Initial_Dataset,Initial Dataset,3471,3429,0,"None,None",,Plate 4,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,3429,2,min_compartments=0,3427.0,Plate 4,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,3429,1,min_compartments=0,3428.0,Plate 4,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,3429,111,Bottom threshold: 22768.0,3318.0,Plate 4,P22-24
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,3429,0,Top threshold: 1254046.5,3318.0,Plate 4,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,3429,137,Bottom threshold: 9340.0,3289.0,Plate 4,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,3429,3,Top threshold: 98385.75,3289.0,Plate 4,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,3429,127,Bottom threshold: 1.9243336199484091,3302.0,Plate 4,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,3429,134,Top threshold: 20.530685742771166,3295.0,Plate 4,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,3429,1,Bottom threshold: 0.022647335420586917,3428.0,Plate 4,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,3429,3,Top threshold: 2.5,3426.0,Plate 4,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,3429,126,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,3303.0,Plate 4,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,3429,77,Max Percent Touching: 65.82167832167832,3352.0,Plate 4,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,3429,76,Max Number Of Neighbours: 4.0,3353.0,Plate 4,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,3429,9,Max Number Of Nuclei Neighbours: 1.0,3420.0,Plate 4,P22-24
Initial_Dataset,Initial Dataset,3471,817,0,"None,None",,Plate 5,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,817,1,min_compartments=0,816.0,Plate 5,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,817,2,min_compartments=0,815.0,Plate 5,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,817,1,Bottom threshold: 22768.0,816.0,Plate 5,P22-24
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,817,0,Top threshold: 1254046.5,816.0,Plate 5,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,817,10,Bottom threshold: 9340.0,804.0,Plate 5,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,817,3,Top threshold: 98385.75,804.0,Plate 5,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,817,9,Bottom threshold: 1.9243336199484091,808.0,Plate 5,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,817,19,Top threshold: 20.530685742771166,798.0,Plate 5,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,817,1,Bottom threshold: 0.054565458851252614,816.0,Plate 5,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,817,3,Top threshold: 2.5,814.0,Plate 5,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,817,22,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,795.0,Plate 5,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,817,9,Max Percent Touching: 65.82167832167832,808.0,Plate 5,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,817,13,Max Number Of Neighbours: 4.0,804.0,Plate 5,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,817,0,Max Number Of Nuclei Neighbours: 1.0,817.0,Plate 5,P22-24
Initial_Dataset,Initial Dataset,3471,2183,0,"None,None",,Plate 6,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,2183,3,min_compartments=0,2180.0,Plate 6,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,2183,1,min_compartments=0,2182.0,Plate 6,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,2183,32,Bottom threshold: 22768.0,2150.0,Plate 6,P22-24
