,filter_type,columns,rows_initial,rows_removed,threshold,rows,Plate_Number,AllGroups
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,2183,1,Top threshold: 1254046.5,2150.0,Plate 6,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,2183,51,Bottom threshold: 9340.0,2127.0,Plate 6,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,2183,5,Top threshold: 98385.75,2127.0,Plate 6,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,2183,54,Bottom threshold: 1.9243336199484091,2129.0,Plate 6,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,2183,67,Top threshold: 20.530685742771166,2116.0,Plate 6,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,2183,1,Bottom threshold: 0.040561599654189325,2182.0,Plate 6,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,2183,4,Top threshold: 2.5,2179.0,Plate 6,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,2183,100,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,2083.0,Plate 6,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,2183,56,Max Percent Touching: 65.82167832167832,2127.0,Plate 6,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,2183,61,Max Number Of Neighbours: 4.0,2122.0,Plate 6,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,2183,8,Max Number Of Nuclei Neighbours: 1.0,2175.0,Plate 6,P22-24
Initial_Dataset,Initial Dataset,3471,1241,0,"None,None",,Plate 7,P22-24
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,1241,0,min_compartments=0,1241.0,Plate 7,P22-24
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,1241,0,min_compartments=0,1241.0,Plate 7,P22-24
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,1241,2,Bottom threshold: 22768.0,1236.0,Plate 7,P22-24
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,1241,3,Top threshold: 1254046.5,1236.0,Plate 7,P22-24
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,1241,8,Bottom threshold: 9340.0,1230.0,Plate 7,P22-24
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,1241,3,Top threshold: 98385.75,1230.0,Plate 7,P22-24
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,1241,3,Bottom threshold: 1.9243336199484091,1238.0,Plate 7,P22-24
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,1241,9,Top threshold: 20.530685742771166,1232.0,Plate 7,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,1241,1,Bottom threshold: 0.02651916403099086,1240.0,Plate 7,P22-24
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,1241,5,Top threshold: 2.5,1236.0,Plate 7,P22-24
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,1241,28,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,1213.0,Plate 7,P22-24
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,1241,19,Max Percent Touching: 65.82167832167832,1222.0,Plate 7,P22-24
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,1241,15,Max Number Of Neighbours: 4.0,1226.0,Plate 7,P22-24
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,1241,0,Max Number Of Nuclei Neighbours: 1.0,1241.0,Plate 7,P22-24
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 1,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 1,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 1,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 1,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 1,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 1,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 1,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 1,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 1,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 1,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 1,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 1,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 1,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 2,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 2,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 2,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 2,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 2,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 2,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 2,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 2,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 2,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 2,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 2,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 2,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 2,P25-27
Initial_Dataset,Initial Dataset,3471,1254,0,"None,None",,Plate 3,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,1254,0,min_compartments=0,1254.0,Plate 3,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,1254,0,min_compartments=0,1254.0,Plate 3,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,1254,2,Bottom threshold: 22768.0,1251.0,Plate 3,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,1254,1,Top threshold: 1254046.5,1251.0,Plate 3,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,1254,9,Bottom threshold: 9340.0,1242.0,Plate 3,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,1254,3,Top threshold: 98385.75,1242.0,Plate 3,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,1254,5,Bottom threshold: 1.9243336199484091,1249.0,Plate 3,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,1254,18,Top threshold: 20.530685742771166,1236.0,Plate 3,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,1254,1,Bottom threshold: 0.04196197520532815,1253.0,Plate 3,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,1254,3,Top threshold: 2.5,1251.0,Plate 3,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,1254,113,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,1141.0,Plate 3,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,1254,60,Max Percent Touching: 65.82167832167832,1194.0,Plate 3,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,1254,75,Max Number Of Neighbours: 4.0,1179.0,Plate 3,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,1254,1,Max Number Of Nuclei Neighbours: 1.0,1253.0,Plate 3,P25-27
Initial_Dataset,Initial Dataset,3471,2440,0,"None,None",,Plate 4,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,2440,2,min_compartments=0,2438.0,Plate 4,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,2440,1,min_compartments=0,2439.0,Plate 4,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,2440,69,Bottom threshold: 22768.0,2371.0,Plate 4,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,2440,0,Top threshold: 1254046.5,2371.0,Plate 4,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,2440,120,Bottom threshold: 9340.0,2320.0,Plate 4,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,2440,0,Top threshold: 98385.75,2320.0,Plate 4,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,2440,76,Bottom threshold: 1.9243336199484091,2364.0,Plate 4,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,2440,82,Top threshold: 20.530685742771166,2358.0,Plate 4,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,2440,1,Bottom threshold: 0.039916240540814656,2439.0,Plate 4,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,2440,3,Top threshold: 2.5,2437.0,Plate 4,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,2440,89,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,2351.0,Plate 4,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,2440,51,Max Percent Touching: 65.82167832167832,2389.0,Plate 4,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,2440,57,Max Number Of Neighbours: 4.0,2383.0,Plate 4,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,2440,6,Max Number Of Nuclei Neighbours: 1.0,2434.0,Plate 4,P25-27
Initial_Dataset,Initial Dataset,3471,2291,0,"None,None",,Plate 5,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,2291,0,min_compartments=0,2291.0,Plate 5,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,2291,0,min_compartments=0,2291.0,Plate 5,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,2291,21,Bottom threshold: 22768.0,2270.0,Plate 5,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,2291,0,Top threshold: 1254046.5,2270.0,Plate 5,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,2291,27,Bottom threshold: 9340.0,2261.0,Plate 5,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,2291,3,Top threshold: 98385.75,2261.0,Plate 5,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,2291,61,Bottom threshold: 1.9243336199484091,2230.0,Plate 5,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,2291,61,Top threshold: 20.530685742771166,2230.0,Plate 5,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,2291,1,Bottom threshold: 0.20711919968282258,2290.0,Plate 5,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,2291,7,Top threshold: 2.5,2284.0,Plate 5,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,2291,227,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,2064.0,Plate 5,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,2291,105,Max Percent Touching: 65.82167832167832,2186.0,Plate 5,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,2291,159,Max Number Of Neighbours: 4.0,2132.0,Plate 5,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,2291,10,Max Number Of Nuclei Neighbours: 1.0,2281.0,Plate 5,P25-27
Initial_Dataset,Initial Dataset,3471,144,0,"None,None",,Plate 6,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,144,0,min_compartments=0,144.0,Plate 6,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,144,0,min_compartments=0,144.0,Plate 6,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,144,6,Bottom threshold: 22768.0,138.0,Plate 6,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,144,0,Top threshold: 1254046.5,138.0,Plate 6,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,144,8,Bottom threshold: 9340.0,133.0,Plate 6,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,144,3,Top threshold: 98385.75,133.0,Plate 6,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,144,8,Bottom threshold: 1.9243336199484091,136.0,Plate 6,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,144,8,Top threshold: 20.530685742771166,136.0,Plate 6,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,144,1,Bottom threshold: 0.05244418929850409,143.0,Plate 6,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,144,1,Top threshold: 2.5,143.0,Plate 6,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,144,1,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,143.0,Plate 6,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,144,1,Max Percent Touching: 65.82167832167832,143.0,Plate 6,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,144,1,Max Number Of Neighbours: 4.0,143.0,Plate 6,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,144,0,Max Number Of Nuclei Neighbours: 1.0,144.0,Plate 6,P25-27
Initial_Dataset,Initial Dataset,3471,1071,0,"None,None",,Plate 7,P25-27
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,1071,1,min_compartments=0,1070.0,Plate 7,P25-27
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,1071,1,min_compartments=0,1070.0,Plate 7,P25-27
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,1071,4,Bottom threshold: 22768.0,1065.0,Plate 7,P25-27
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,1071,2,Top threshold: 1254046.5,1065.0,Plate 7,P25-27
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,1071,19,Bottom threshold: 9340.0,1051.0,Plate 7,P25-27
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,1071,1,Top threshold: 98385.75,1051.0,Plate 7,P25-27
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,1071,4,Bottom threshold: 1.9243336199484091,1067.0,Plate 7,P25-27
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,1071,14,Top threshold: 20.530685742771166,1057.0,Plate 7,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,1071,1,Bottom threshold: 0.0349245300249584,1070.0,Plate 7,P25-27
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,1071,2,Top threshold: 2.5,1069.0,Plate 7,P25-27
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,1071,18,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,1053.0,Plate 7,P25-27
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,1071,10,Max Percent Touching: 65.82167832167832,1061.0,Plate 7,P25-27
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,1071,8,Max Number Of Neighbours: 4.0,1063.0,Plate 7,P25-27
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,1071,0,Max Number Of Nuclei Neighbours: 1.0,1071.0,Plate 7,P25-27
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 1,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 1,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 1,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 1,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 1,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 1,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 1,P28-31
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 1,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 1,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 1,P28-31
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 1,P28-31
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 1,P28-31
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 1,P28-31
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 1,P28-31
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 2,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 2,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 2,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 2,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 2,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 2,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 2,P28-31
Cell_Nuclei_Area_Ratio_Filter_Top,Cell:Nuclear Area Ratio Filter Top Band,3471,0,0,Top threshold: 20.530685742771166,0.0,Plate 2,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Bottom,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Bottom Band,3471,0,0,Bottom threshold: nan,0.0,Plate 2,P28-31
Nuclei_Intensity_MedianIntensity_DAPI_MAX_WellNormalized_Filter_Top,Nuclei Intensity MedianIntensity DAPI MAX WellNormalized Filter Top Band,3471,0,0,Top threshold: 2.5,0.0,Plate 2,P28-31
Cell_Neighbours_Filter,Percent of Cell Touching Neighbours AND Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832 and Max Number Of Neighbours: 4.0,0.0,Plate 2,P28-31
Cell_Neighbours_PercentTouchingOnlyFilter,Percent of Cell Touching Neighbours < 97.5th Percentile,3471,0,0,Max Percent Touching: 65.82167832167832,0.0,Plate 2,P28-31
Cell_Neighbours_NumberOfOnlyFilter,Number Of Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Neighbours: 4.0,0.0,Plate 2,P28-31
Nuc_Neighbours_Filter,Number Of Nuclei Neighbours < 97.5th Percentile,3471,0,0,Max Number Of Nuclei Neighbours: 1.0,0.0,Plate 2,P28-31
Initial_Dataset,Initial Dataset,3471,0,0,"None,None",,Plate 3,P28-31
Number_of_Mitochondria_Filter,Min Number of Mitochondria Filter,3471,0,0,min_compartments=0,0.0,Plate 3,P28-31
Number_of_Lysosomes_Filter,Min Number of Lysosomes Filter,3471,0,0,min_compartments=0,0.0,Plate 3,P28-31
AreaShape_Area_Filter_Bottom,Cell Size Filter Bottom Band,3471,0,0,Bottom threshold: 22768.0,0.0,Plate 3,P28-31
AreaShape_Area_Filter_Top,Cell Size Filter Top Band,3471,0,0,Top threshold: 1254046.5,0.0,Plate 3,P28-31
Nuclei_AreaShape_Area_Filter_Bottom,Nuclear Size Filter Bottom Band,3471,0,0,Bottom threshold: 9340.0,0.0,Plate 3,P28-31
Nuclei_AreaShape_Area_Filter_Top,Nuclear Size Filter Top Band,3471,0,0,Top threshold: 98385.75,0.0,Plate 3,P28-31
Cell_Nuclei_Area_Ratio_Filter_Bottom,Cell:Nuclear Area Ratio Filter Bottom Band,3471,0,0,Bottom threshold: 1.9243336199484091,0.0,Plate 3,P28-31
