,AllGroups,Plate_Number,count,mean,std,min,1%,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,99%,max
0,P6-12,4.0,1797.0,0.7469548200020882,0.11197411532130479,0.1626818192665798,0.39513107898468525,0.4472105468973269,0.5142542235048475,0.5892659639398863,0.6940091141378447,0.7719481244768454,0.8273516933176451,0.8616961485035708,0.8825466533862968,0.8960942929060337,0.9132623509006706,0.9410794075511558
1,P6-12,5.0,1653.0,0.7275218662231251,0.12213488657079978,0.1635205817838015,0.3484986789948994,0.4265275289525148,0.49859083024533796,0.5665752833524245,0.6616512493655015,0.7471340456182052,0.8163231443961393,0.8618742723467757,0.8860374129963083,0.9015725708433308,0.9194095836564263,0.9553868385316604
2,P6-12,2.0,1309.0,0.8174837202913663,0.07969691976282937,0.249966748340826,0.5648377840530946,0.6054095233315273,0.6827585881597519,0.7184168726830816,0.7838562690601769,0.833276118484485,0.8720488553718644,0.897379212867882,0.9127083113700855,0.9248817342563931,0.9343323162071467,0.9548530387333938
3,P6-12,1.0,2483.0,0.7717901045338897,0.10771414993320727,0.200072982538377,0.40737332612044397,0.48807380763958835,0.5663374127047183,0.6365493866134149,0.7242616907492538,0.7927892189062459,0.8462034670999734,0.8839097383921845,0.902303879456747,0.9170113076225477,0.9311530918551261,0.950324092175474
4,P13-15,1.0,1326.0,0.7752441762562874,0.10265894646426468,0.1767766396937745,0.38844549551037316,0.5096912435262183,0.5890371787048717,0.6439013069614876,0.7338603007740102,0.794477957865363,0.8447137487642997,0.878732693268782,0.8957736848224562,0.9082878369998597,0.9219350873640981,0.951394001776964
5,P13-15,4.0,1324.0,0.7610978620041174,0.10453311466391092,0.1972240265372069,0.386775473781422,0.47786225212565503,0.5555601431124997,0.6305748319981492,0.7170221053276143,0.7843383991746133,0.8304429314249729,0.8671991105543463,0.8839698550433508,0.8955459163896823,0.9093842573372359,0.9492769515038872
6,P13-15,3.0,1150.0,0.7799266331561876,0.11071666694832354,0.2587532967958514,0.41191521297811673,0.49984871107821344,0.5606858418789089,0.6326164731402671,0.7304383691287286,0.8049627389361689,0.857584466303424,0.894950208841559,0.9160325735036331,0.9265325382041724,0.9394926168164106,0.9615737044059456
7,P13-15,2.0,3224.0,0.7970245005892086,0.07941995879543794,0.2829729150124014,0.5337376696452543,0.6023530035955333,0.6493653718869427,0.698219469096964,0.7589935322636161,0.8105506301210911,0.8508590897910873,0.8791960464555869,0.897603003381966,0.9098000765177678,0.9259578552407591,0.9550847492271576
8,P13-15,5.0,1325.0,0.7354089748134021,0.11774165267669383,0.2421839128790558,0.3928880173759225,0.4370611909445453,0.5060952072660148,0.5753335039572917,0.6749329732215079,0.7531068695814592,0.822721764242115,0.8688798949611173,0.8908527214680246,0.9063452395454404,0.9206688592099769,0.9543411537040272
9,P13-15,6.0,4357.0,0.7700244124664046,0.10582738199234806,0.207865324418569,0.4157371611534361,0.5000497946056496,0.5670531818494571,0.6351445632338474,0.7204451856878678,0.7898990471445594,0.842714994903092,0.8814887873412174,0.9036031728037045,0.9175232147879114,0.9313644372718728,0.9608392796130988
10,P13-15,7.0,1088.0,0.7313661267619647,0.12039675664242884,0.2515763140184421,0.3247569555452811,0.4254434746387131,0.5031757023614254,0.5736542944018947,0.6701354352367905,0.7564129394308035,0.8152865502428595,0.8575861356869554,0.8813741148341238,0.9074776125413286,0.9224811779120524,0.9358993722515552
11,P16-18,2.0,1612.0,0.8002911824079031,0.08024143435672611,0.3919732552222151,0.5340764735849706,0.5995120252327848,0.6376729741264634,0.6983408363685909,0.7644403278217946,0.8170424062831164,0.8555909749432047,0.8855007756598904,0.8992621283139891,0.9122821090388122,0.9226429478517223,0.9511277991861172
12,P16-18,3.0,4183.0,0.7657184897059744,0.10236329240103301,0.15900726015437,0.4187310424928408,0.5129405133194265,0.5748741713364263,0.6365425905325618,0.7152915963967221,0.7836736970613838,0.8369104322741698,0.8768570301133651,0.8951850968775437,0.9094813852855508,0.920610817290733,0.959675667699896
13,P16-18,4.0,1147.0,0.7607638624962181,0.09759638703943846,0.2444023767113142,0.46060442552377207,0.5082535490952345,0.5639244307699296,0.6304013705810457,0.7128240340983663,0.7802409971210572,0.8285427494099953,0.863047599210039,0.8833411146930179,0.8977869765407224,0.9083947789757161,0.9362991952564312
14,P16-18,6.0,1423.0,0.7639819382507762,0.10496508818304534,0.2624540896229906,0.4280290272590626,0.505525387960543,0.5605341530994385,0.6262798501127136,0.7102527929950266,0.7812780061513435,0.8389450677780657,0.8789292731016211,0.8979332617802385,0.9109509407344268,0.9312981516894476,0.9496260991165733
15,P16-18,1.0,996.0,0.7457066366569907,0.11874152296277234,0.1799827958535981,0.37688121624021165,0.4498646689789595,0.5034815303496109,0.5773636740320451,0.6879226355612157,0.7756245518547742,0.8278266115064327,0.864397326579009,0.8882057206136218,0.9026295793651129,0.9165173019890611,0.9609168627370748
16,P19-21,7.0,2435.0,0.7266178083601379,0.10484769254069819,0.2015793175130057,0.39228504688524163,0.46779837067349606,0.5343264523095641,0.5913136007385115,0.6754187365701594,0.7437850901429093,0.7983163427052844,0.8407992643265223,0.862947671680165,0.8841912073316155,0.9070382656740854,0.9498235285170236
17,P19-21,5.0,1809.0,0.7698385564761216,0.11309650367802061,0.1024323012029462,0.3628014366860112,0.49572139933248166,0.5590803871691301,0.622157845569379,0.7187563395446096,0.7909741524560865,0.8479848263414816,0.88641096750078,0.9052052861204081,0.921352424411477,0.9387161150835958,0.9532403608329812
18,P19-21,3.0,2663.0,0.7481784273324827,0.1071196131131973,0.1115571481829939,0.39383638375486246,0.4673678602777574,0.5432849048177011,0.6170915071402941,0.6962979562254259,0.7664918781668992,0.8212938404278918,0.8633725366208315,0.8854726169394668,0.9038691332231761,0.9199353302972031,0.9564150352845184
19,P19-21,2.0,1061.0,0.7767057726089331,0.09747939469430326,0.2162718231653358,0.44873264210157837,0.5114895077055818,0.5925327116436367,0.6505305123164893,0.7318897174813151,0.7968603698022645,0.8430829382768196,0.8762555126911405,0.892890916624588,0.9124328600846916,0.9281158283727211,0.9546983942190446
20,P19-21,1.0,570.0,0.7577857760340903,0.11162382735565117,0.2203639968860689,0.38464367014228795,0.4815778875170804,0.539377421430061,0.6080350142037411,0.7044917251800209,0.7804139011892499,0.8371544765602118,0.8774360452374437,0.8951097701223625,0.906360059120745,0.9189728799026509,0.942130317102595
21,P19-21,4.0,1167.0,0.7531248956493355,0.10244235760190233,0.3014669911168718,0.41558336841423305,0.4763416798574213,0.5508173598442474,0.6211122405462587,0.7022587124392545,0.774177924319524,0.8249763010211137,0.8607771430384439,0.8820488330323145,0.8923755153896318,0.9053401630897364,0.9413982223801418
22,P22-24,7.0,946.0,0.7164246984954293,0.10951398613851264,0.1855544450877763,0.33726241527422607,0.4467900584610729,0.5153307985881656,0.5760840273370541,0.6620729585300944,0.7281612926758777,0.7895234581845544,0.8361107821811481,0.8627312576272809,0.8806468732525289,0.9066283864940374,0.9586794605635316
23,P22-24,6.0,1707.0,0.750049824779307,0.11347731962103591,0.2149006413158529,0.3979457312373019,0.46299002379184323,0.5278492073630137,0.6032341910984513,0.6905314636333806,0.7713615911312683,0.8314710421078673,0.8710523541335321,0.8941284148153921,0.9124513345364618,0.9259862588219069,0.9602763760417812
