,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,R2 T6 P24 LAMP1-488 + MitoRed,R3 T5 P20 LAMP1-488 + MitoRed,R6 T4 P18 LAMP1-488 + MitoRed,R7 T3 P16 LAMP1-488 + MitoRed,R8 T2 P12 LAMP1-488 + MitoRed,R9 T1 P10 LAMP1-488 + MitoRed,R10 T0 P7 LAMP1-488 + MitoRed,,R9 T1 P10 p21-488,R2 T6 P24 p21-488,
C,,R2 T6 P24 LAMP1-488 + MitoRed,R3 T5 P20 LAMP1-488 + MitoRed,R6 T4 P18 LAMP1-488 + MitoRed,R7 T3 P16 LAMP1-488 + MitoRed,R8 T2 P12 LAMP1-488 + MitoRed,R9 T1 P10 LAMP1-488 + MitoRed,R10 T0 P7 LAMP1-488 + MitoRed,,R9 T1 P10 p21-488,R2 T6 P24 p21-488,
D,,R2 T6 P24 LAMP1-488 + MitoRed,R3 T5 P20 LAMP1-488 + MitoRed,R6 T4 P18 LAMP1-488 + MitoRed,R7 T3 P16 LAMP1-488 + MitoRed,R8 T2 P12 LAMP1-488 + MitoRed,R9 T1 P10 LAMP1-488 + MitoRed,R10 T0 P7 LAMP1-488 + MitoRed,,R9 T1 P10 p21-488,R2 T6 P24 p21-488,
E,,R2 T6 P24 LAMP1-488 + MitoRed,R3 T5 P20 LAMP1-488 + MitoRed,R6 T4 P18 LAMP1-488 + MitoRed,R7 T3 P16 LAMP1-488 + MitoRed,R8 T2 P12 LAMP1-488 + MitoRed,R9 T1 P10 LAMP1-488 + MitoRed,R10 T0 P7 LAMP1-488 + MitoRed,,R9 T1 P10 yH2AX-488,R2 T6 P24 yH2AX-488,
F,,R2 T6 P24 LAMP1-488 + MitoRed,R3 T5 P20 LAMP1-488 + MitoRed,R6 T4 P18 LAMP1-488 + MitoRed,R7 T3 P16 LAMP1-488 + MitoRed,R8 T2 P12 LAMP1-488 + MitoRed,R9 T1 P10 LAMP1-488 + MitoRed,R10 T0 P7 LAMP1-488 + MitoRed,,R9 T1 P10 yH2AX-488,R2 T6 P24 yH2AX-488,
G,,R2 T6 P24 LAMP1-488 + MitoRed,R3 T5 P20 LAMP1-488 + MitoRed,R6 T4 P18 LAMP1-488 + MitoRed,R7 T3 P16 LAMP1-488 + MitoRed,R8 T2 P12 LAMP1-488 + MitoRed,R9 T1 P10 LAMP1-488 + MitoRed,R10 T0 P7 LAMP1-488 + MitoRed,,R9 T1 P10 yH2AX-488,R2 T6 P24 yH2AX-488,
H,,,,,,,,,,,,
