,1,2,3,4,5,6,7,8,9,10,11,12
 A ,,SPB2 AG5 P21 Phalloidin-647 + ConA-594 ,SPB3 AG4 P18 Phalloidin-647 + ConA-594 ,SPB4 AG3 P15 Phalloidin-647 + ConA-594  ,SPB5 AG2 P13 Phalloidin-647 + ConA-594 ,SPB6 AG1 P10 Phalloidin-647 + ConA-594 ,SPB7 AG0 P8 Phalloidin-647 + ConA-594  ,,,,,
 B ,,SPB2 AG5 P21 LAMP1-488 + MitoRed ,SPB3 AG4 P18 LAMP1-488 + MitoRed ,SPB4 AG3 P15 LAMP1-488 + MitoRed ,SPB5 AG2 P13 LAMP1-488 + MitoRed ,SPB6 AG1 P10 LAMP1-488 + MitoRed ,SPB7 AG0 P8 LAMP1-488 + MitoRed ,,,,,
 C ,,SPB2 AG5 P21 LAMP1-488 + MitoRed ,SPB3 AG4 P18 LAMP1-488 + MitoRed ,SPB4 AG3 P15 LAMP1-488 + MitoRed ,SPB5 AG2 P13 LAMP1-488 + MitoRed ,SPB6 AG1 P10 LAMP1-488 + MitoRed ,SPB7 AG0 P8 LAMP1-488 + MitoRed ,,,,,
 D ,,SPB2 AG5 P21 LAMP1-488 + MitoRed ,SPB3 AG4 P18 LAMP1-488 + MitoRed ,SPB4 AG3 P15 LAMP1-488 + MitoRed ,SPB5 AG2 P13 LAMP1-488 + MitoRed ,SPB6 AG1 P10 LAMP1-488 + MitoRed ,SPB7 AG0 P8 LAMP1-488 + MitoRed ,,,,,
 E ,,SPB2 AG5 P21 LAMP1-488 + MitoRed ,SPB3 AG4 P18 LAMP1-488 + MitoRed ,SPB4 AG3 P15 LAMP1-488 + MitoRed ,SPB5 AG2 P13 LAMP1-488 + MitoRed ,SPB6 AG1 P10 LAMP1-488 + MitoRed ,SPB7 AG0 P8 LAMP1-488 + MitoRed ,,,,,
 F ,,SPB2 AG5 P21 LAMP1-488 + MitoRed ,SPB3 AG4 P18 LAMP1-488 + MitoRed ,SPB4 AG3 P15 LAMP1-488 + MitoRed ,SPB5 AG2 P13 LAMP1-488 + MitoRed ,SPB6 AG1 P10 LAMP1-488 + MitoRed ,SPB7 AG0 P8 LAMP1-488 + MitoRed ,,,,,
 G ,,SPB2 AG5 P21 LAMP1-488 + MitoRed ,SPB3 AG4 P18 LAMP1-488 + MitoRed ,SPB4 AG3 P15 LAMP1-488 + MitoRed ,SPB5 AG2 P13 LAMP1-488 + MitoRed ,SPB6 AG1 P10 LAMP1-488 + MitoRed ,SPB7 AG0 P8 LAMP1-488 + MitoRed ,,,,,
 H ,,SPB2 AG5 P21 Phalloidin-647 + WGA-647 + ConA-594 ,SPB3 AG4 P18 Phalloidin-647 + WGA-647 + ConA-594 ,SPB4 AG3 P15 Phalloidin-647 + WGA-647 + ConA-594 ,SPB5 AG2 P13 Phalloidin-647 + WGA-647 + ConA-594 ,SPB6 AG1 P10 Phalloidin-647 + WGA-647 + ConA-594 ,SPB7 AG0 P8 Phalloidin-647 + WGA-647 + ConA-594 ,,,,,
